file,speaker_id,dataset,RMS_mean,F0_mean,F0_var,Centroid_mean,Rolloff_mean,ZCR_mean,P_pos,P_neg,P_neu,A_acoustic,A_emotion,A_final,F_score,Pseudo_Label,pseudo_label_str
OAF_page_neutral.wav,OAF,TESS,0.012404417619109154,191.9906568106675,297.00259655425174,1561.0430051174515,2869.1716269841268,0.09236266121031746,0.75866926,7.397452e-05,0.2412568,0.2783845002310654,0.70345294,0.5334255848271521,0.3266242829792948,0,Non-Fatigued
OAF_pick_neutral.wav,OAF,TESS,0.011894773691892624,193.43924268794058,238.41209002026713,1442.4130095685207,2469.435307017544,0.10194798519736842,0.95630544,4.1444826e-05,0.043653082,0.27511720226986464,0.7825139,0.5795552606057456,0.294323751024297,0,Non-Fatigued
OAF_numb_neutral.wav,OAF,TESS,0.014308195561170578,195.46489120413233,16.847972910490746,1268.715468153279,2042.1605603448277,0.08492726293103449,0.99999523,1.9947125e-10,4.768567e-06,0.259538729532579,0.7999981,0.5838143783982672,0.29132993518105427,0,Non-Fatigued
OAF_mill_neutral.wav,OAF,TESS,0.0140161644667387,196.24460882760638,66.93016809274735,1279.70581855989,2184.375,0.08297230113636364,0.99810576,0.000408522,0.0014857649,0.2617175569984998,0.79916066,0.584183442229179,0.2911941470479778,0,Non-Fatigued
OAF_pass_neutral.wav,OAF,TESS,0.009125487878918648,194.27117633725808,510.8919471435691,1531.606315187517,2607.6923076923076,0.09897836538461538,0.9999999,7.021019e-10,1.04242915e-07,0.28172543059897637,0.79999995,0.5926901615107545,0.2851168871531024,0,Non-Fatigued
OAF_mob_neutral.wav,OAF,TESS,0.011366920545697212,183.79718251993262,81.21578785677117,1173.7767048268145,1947.9658018867924,0.08725493808962265,0.7202278,2.3943887e-06,0.27976984,0.24618952503892175,0.6880907,0.5113302430752611,0.34206954816395896,0,Non-Fatigued
OAF_pool_neutral.wav,OAF,TESS,0.012825842946767807,192.8666710556896,374.49312831810784,1343.4656305631145,2204.6875,0.09846003605769231,0.9999896,9.9088915e-09,1.0362385e-05,0.27218175862088223,0.7999959,0.588870248929081,0.28779082872231093,0,Non-Fatigued
OAF_peg_neutral.wav,OAF,TESS,0.010617530904710293,186.34847130491428,83.38445257870579,1209.489734610225,2218.0879237288136,0.0767677436440678,0.93921864,2.9940604e-05,0.06075143,0.24693180519235322,0.77568144,0.5641816135163792,0.3050818527200327,0,Non-Fatigued
OAF_pike_neutral.wav,OAF,TESS,0.011671634390950203,185.21991798454692,69.54782692819444,1399.9274767059817,2534.5552884615386,0.08559945913461539,0.9889839,7.0349734e-06,0.011009017,0.2576187062277267,0.7955922,0.5804028136735706,0.2937201409205057,0,Non-Fatigued
OAF_met_neutral.wav,OAF,TESS,0.013259246945381165,194.01010703601443,292.84898709794385,1246.153309556947,2205.3977272727275,0.07589666193181818,0.9985844,1.0923206e-05,0.0014046907,0.2606052026579747,0.7994316,0.5839010721615938,0.2912725264488181,0,Non-Fatigued
OAF_mop_neutral.wav,OAF,TESS,0.012628431431949139,191.00594507891222,130.69692709783868,1263.3291384163576,2038.0108173076924,0.0853271484375,0.4575708,0.00018251206,0.54224676,0.25678613511542603,0.58299184,0.45250955711929053,0.38329806363481145,1,Mild Fatigue
OAF_luck_neutral.wav,OAF,TESS,0.012398915365338326,186.92322348458345,60.56051026721192,1337.4222381006668,2150.1116071428573,0.10072544642857142,0.9916511,2.2341565e-05,0.008326519,0.260395367135924,0.79665595,0.5821517245731044,0.2925004952686452,0,Non-Fatigued
OAF_rush_neutral.wav,OAF,TESS,0.011527003720402718,192.66821040775258,672.389146884873,1462.5929940765432,2508.1787109375,0.10265350341796875,0.99995816,2.9990815e-05,1.17910795e-05,0.28453351259368787,0.79997724,0.5937997746473079,0.2843491549914338,0,Non-Fatigued
OAF_road_neutral.wav,OAF,TESS,0.011037303134799004,183.3345942632609,369.4243566972999,1150.2451555826617,1879.7387295081967,0.08310386782786885,0.9824853,8.818905e-06,0.017505927,0.2489119721551021,0.7929924,0.5753602664907487,0.29725045912813275,0,Non-Fatigued
OAF_shack_neutral.wav,OAF,TESS,0.011754484847187996,191.8197168974386,293.1232485986658,1748.3586497692538,2966.378348214286,0.14101736886160715,0.99824667,4.13052e-06,0.0017492034,0.30185838264770165,0.79929787,0.6003220865032945,0.2797757786037569,0,Non-Fatigued
OAF_said_neutral.wav,OAF,TESS,0.011994424276053905,192.62211919725544,64.76559242958639,1897.9504510692047,3141.5215163934427,0.1364385886270492,0.81353176,0.00048678808,0.18598148,0.30161375213492014,0.7253154,0.5558347479853157,0.31106171283949324,0,Non-Fatigued
OAF_sell_neutral.wav,OAF,TESS,0.012444835156202316,189.1946341333804,128.02530720080875,1936.0554537197456,3154.9673507462685,0.17626953125,0.9999999,7.1560593e-09,1.5137832e-07,0.31663576812247085,0.79999995,0.6066542965201522,0.27534199458271125,0,Non-Fatigued
OAF_such_neutral.wav,OAF,TESS,0.009668935090303421,188.79026838327798,80.08822195147924,2091.7718935985126,3444.3530701754385,0.17816269188596492,0.99998105,2.0241648e-06,1.696423e-05,0.32022953068750964,0.7999921,0.6080870927792306,0.2743396423040284,0,Non-Fatigued
OAF_rot_neutral.wav,OAF,TESS,0.011628944426774979,192.99777777526322,109.78334343753436,1423.4224487960712,2286.4163306451615,0.10259419102822581,0.9787137,1.24768485e-05,0.021273863,0.27004555740638575,0.791483,0.5829080378162226,0.29196811658342053,0,Non-Fatigued
OAF_shawl_neutral.wav,OAF,TESS,0.013133225031197071,191.08769805445067,131.25321281315792,1669.8989959688413,2782.421875,0.12222493489583333,0.9998697,1.3757762e-07,0.00013020092,0.2882424179392251,0.79994786,0.5952656938106693,0.2833140556058167,0,Non-Fatigued
OAF_raise_neutral.wav,OAF,TESS,0.01341115590184927,192.35177521797291,380.5558864984477,1498.3740227323012,2612.5233208955224,0.11135727611940298,0.9999995,1.3141244e-10,4.3938394e-07,0.2847167116689855,0.79999983,0.5938866143341134,0.2842793700055444,0,Non-Fatigued
OAF_should_neutral.wav,OAF,TESS,0.010944045148789883,196.36914506634471,536.0107847632719,1877.2355663143437,3171.4907786885246,0.15382460297131148,0.9583809,8.719933e-05,0.041531947,0.32016555930084634,0.783335,0.5980672358072068,0.2813790947365193,0,Non-Fatigued
OAF_shout_neutral.wav,OAF,TESS,0.013486080802977085,189.05887387224828,54.5046664142756,1765.155602149194,3041.5826612903224,0.14238123739919356,0.9999393,3.3773576e-06,5.738571e-05,0.29747265347969587,0.7999751,0.5989741495018485,0.28071910855604454,0,Non-Fatigued
OAF_sub_neutral.wav,OAF,TESS,0.011291231028735638,194.60811039361627,343.62250646330267,1853.6714616672273,3003.2762096774195,0.15490328881048387,0.8577557,5.1185718e-05,0.14219308,0.3132950002657601,0.7430921,0.5711732898039512,0.30019405285296596,0,Non-Fatigued
OAF_reach_neutral.wav,OAF,TESS,0.013660687953233719,191.14414881433422,180.03831724486434,1262.916759315442,2304.4133771929824,0.08082339638157894,0.99828976,4.3829612e-05,0.0016663815,0.25923652323970986,0.79930717,0.5832789157743843,0.29171790784206714,0,Non-Fatigued
OAF_rain_neutral.wav,OAF,TESS,0.011798870749771595,192.13301704617425,152.4084181115159,1388.160038124778,2483.3333333333335,0.07694498697916667,0.99973136,3.138533e-07,0.00026829954,0.2613038334894987,0.7998925,0.5844570304413165,0.2908801728470717,0,Non-Fatigued
OAF_search_neutral.wav,OAF,TESS,0.009049825370311737,188.20031826748803,659.9384202704898,1963.273134719627,3312.844669117647,0.16078096277573528,0.9989448,1.7060154e-06,0.0010534998,0.3204587095131125,0.79957765,0.6079300937314688,0.27444944619258654,0,Non-Fatigued
OAF_sour_neutral.wav,OAF,TESS,0.010257319547235966,198.74123015011008,488.4382541398153,1785.0032988999856,2950.1201923076924,0.1478966346153846,1.0,1.7202674e-09,4.5396025e-09,0.3140525905084783,0.8,0.6056210552768777,0.2760652618222658,0,Non-Fatigued
OAF_room_neutral.wav,OAF,TESS,0.014226559549570084,191.36699838850544,31.001252796314493,1205.2062644265147,2027.686403508772,0.08991228070175439,0.99860954,2.1551025e-06,0.0013882512,0.2563647966940524,0.79944336,0.5822119431241084,0.29245228634391746,0,Non-Fatigued
OAF_rat_neutral.wav,OAF,TESS,0.010570429265499115,184.4582585337661,235.28584439939954,1443.227455989932,2450.2268145161293,0.10783927671370967,0.9999789,3.8614785e-06,1.726885e-05,0.2684889066495682,0.79999083,0.5873900683036719,0.28882811063106756,0,Non-Fatigued
