file,speaker_id,dataset,RMS_mean,F0_mean,F0_var,Centroid_mean,Rolloff_mean,ZCR_mean,P_pos,P_neg,P_neu,A_acoustic,A_emotion,A_final,F_score,Pseudo_Label,pseudo_label_str
03-01-04-01-02-02-04.wav,Actor_04,RAVDESS,0.01592383161187172,209.81691874015817,1480.6647310936926,2214.1421723190506,3831.781914893617,0.20823636968085107,0.45257217,6.9565085e-06,0.54742086,0.3907436549015039,0.5810275,0.5049139725902555,0.3465623061395118,0,Non-Fatigued
03-01-04-01-02-01-04.wav,Actor_04,RAVDESS,0.017455248162150383,232.95944774479173,1420.688438001147,2089.412180739215,3624.0234375,0.17406209309895834,0.9975553,5.2101825e-08,0.0024446584,0.3922381264181001,0.79902214,0.6363085513198798,0.25458402970663163,0,Non-Fatigued
03-01-04-02-02-02-04.wav,Actor_04,RAVDESS,0.04303482174873352,258.07061389002337,136.5405905994108,2326.3156730572437,4022.7399553571427,0.20638602120535715,0.9789178,3.9709435e-06,0.021078182,0.4291656943971392,0.79156625,0.6466060413048457,0.24737696236971218,0,Non-Fatigued
03-01-05-01-01-02-04.wav,Actor_04,RAVDESS,0.024330152198672295,227.0041165239775,1353.0348823325762,2091.84597049808,3742.6658163265306,0.15155652104591838,0.685378,0.00053096755,0.31409106,0.38404610871053435,0.6740451,0.5580455248307256,0.30952742288844065,0,Non-Fatigued
03-01-04-02-02-01-04.wav,Actor_04,RAVDESS,0.06560239940881729,261.30938314265114,1226.0074016157698,2341.1399484215763,4082.589285714286,0.20383998325892858,0.9890967,1.0088096e-06,0.010902229,0.4738422003918772,0.79563844,0.6669199573013737,0.23315633253192694,0,Non-Fatigued
03-01-03-02-01-02-04.wav,Actor_04,RAVDESS,0.04414617270231247,226.34867125498027,691.304455264383,2219.8772493109627,4039.228723404255,0.1597718583776596,0.9529282,8.204008e-06,0.04706365,0.39488598114981555,0.7811697,0.6266562319069477,0.261343098867621,0,Non-Fatigued
03-01-04-02-01-01-04.wav,Actor_04,RAVDESS,0.029092680662870407,237.83875693176307,600.3040148738455,2065.671791649114,3758.7139423076924,0.15643780048076922,0.6353739,8.809081e-06,0.36461726,0.38234835792609967,0.6541478,0.5454280314009544,0.31820302074377116,0,Non-Fatigued
03-01-05-01-01-01-04.wav,Actor_04,RAVDESS,0.018152017146348953,232.80816452437625,341.8521293582721,1958.8435177700048,3544.3209134615386,0.1373291015625,0.99117106,1.7767834e-05,0.008811168,0.3516512519803553,0.7964649,0.6185394587789738,0.2670277092048956,0,Non-Fatigued
03-01-03-02-02-01-04.wav,Actor_04,RAVDESS,0.03490521013736725,227.0404465149059,2017.8166766562445,2261.0148216168386,4016.6973039215686,0.1930242800245098,0.9698249,5.2792205e-07,0.030174581,0.42951074490424623,0.7879299,0.6445622632880077,0.24880657407501663,0,Non-Fatigued
03-01-03-01-02-01-04.wav,Actor_04,RAVDESS,0.011689897626638412,238.6990345653496,858.6849437249539,2094.2983312612896,3783.4375,0.1687109375,0.9996381,1.17804156e-07,0.00036178672,0.3796709716983205,0.7998552,0.631781504180732,0.25775298241473577,0,Non-Fatigued
03-01-03-02-02-02-04.wav,Actor_04,RAVDESS,0.0527942068874836,197.27206874630664,145.26627026106758,2432.7954904641397,4294.460227272727,0.20680042613636362,0.028736597,7.1136316e-07,0.97126275,0.39161574309812236,0.41149452,0.4035430261125018,0.41752009513020144,1,Mild Fatigue
03-01-03-01-02-02-04.wav,Actor_04,RAVDESS,0.015919668599963188,241.12693257477758,1286.2681538489778,1864.9581678312159,3405.5989583333335,0.14954630533854166,0.99860615,2.8711562e-09,0.0013939051,0.3778470513162963,0.79944247,0.630804308531203,0.2584369848895048,0,Non-Fatigued
03-01-04-01-01-01-04.wav,Actor_04,RAVDESS,0.006058487109839916,232.54356885718866,603.1384201979836,1869.357463108874,3451.5269886363635,0.14565207741477273,0.9963069,7.389497e-07,0.003692357,0.34687159388773414,0.7985226,0.6178622163514804,0.2674966702388919,0,Non-Fatigued
03-01-06-02-02-01-04.wav,Actor_04,RAVDESS,0.07848841696977615,232.67468954411999,1187.599897350591,2349.4674062752943,4232.461734693878,0.18896484375,0.8237838,1.25793085e-05,0.17620362,0.4555137349051006,0.729511,0.6199121134631541,0.2660652943685335,0,Non-Fatigued
03-01-05-01-02-02-04.wav,Actor_04,RAVDESS,0.016302041709423065,217.6319307833497,1692.1328499823933,2265.811889986418,3885.9375,0.19294211647727272,0.8052211,7.553948e-07,0.19477816,0.3982001878835052,0.72208834,0.5925330952015435,0.2852270599773733,0,Non-Fatigued
